Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: Alaska Airlines Inc. (AS)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AS","04/09/2016","0749","N477AS","SEA","07:00","06:57","330","319","-3","07:14","17","0","0","0","0","0"
"AS","04/09/2017","0085","N538AS","SEA","06:20","06:20","332","308","0","06:36","16","0","0","0","0","0"
"AS","04/09/2017","0745","N552AS","SEA","16:00","16:25","332","313","25","16:46","21","0","0","0","0","0"
"AS","04/09/2018","0085","N283AK","SEA","06:15","06:20","334","329","5","06:31","11","0","0","0","0","0"
"AS","04/09/2018","0745","N278AK","SEA","16:02","15:56","328","319","-6","16:06","10","0","0","0","0","0"
"AS","04/09/2019","0085","N478AS","SEA","06:25","06:24","330","343","-1","06:45","21","0","0","0","0","0"
"AS","04/09/2019","0745","N268AK","SEA","15:20","15:13","330","356","-7","15:44","31","0","0","19","0","0"
"AS","04/10/2015","0745","N407AS","SEA","18:25","18:24","325","413","-1","20:04","100","0","0","87","0","0"
"AS","04/10/2016","0745","N583AS","SEA","18:45","18:39","325","336","-6","19:00","21","0","0","0","0","0"
"AS","04/10/2016","0749","N457AS","SEA","07:00","06:55","330","310","-5","07:08","13","0","0","0","0","0"
"AS","04/10/2017","0085","N556AS","SEA","06:20","07:03","327","325","43","07:15","12","41","0","0","0","0"
"AS","04/10/2017","0745","N268AK","SEA","16:00","15:54","327","319","-6","16:10","16","0","0","0","0","0"
"AS","04/10/2018","0085","N435AS","SEA","06:30","06:19","334","352","-11","06:30","11","0","0","0","0","0"
"AS","04/10/2018","0745","N267AK","SEA","16:02","16:01","328","319","-1","16:12","11","0","0","0","0","0"
"AS","04/10/2019","0085","N483AS","SEA","06:25","06:19","330","325","-6","06:37","18","0","0","0","0","0"
"AS","04/10/2019","0745","N224AK","SEA","15:20","15:23","330","315","3","15:45","22","0","0","0","0","0"
"AS","04/11/2015","0745","N453AS","SEA","18:25","18:21","325","323","-4","18:37","16","0","0","0","0","0"
"AS","04/11/2016","0745","N479AS","SEA","18:45","18:38","325","329","-7","19:04","26","0","0","0","0","0"
"AS","04/11/2016","0749","N457AS","SEA","07:00","08:27","330","333","87","08:55","28","87","0","3","0","0"
"AS","04/11/2017","0085","N566AS","SEA","06:20","06:25","327","341","5","06:41","16","0","0","19","0","0"
"AS","04/11/2017","0745","N431AS","SEA","16:00","16:12","327","323","12","16:28","16","0","0","0","0","0"
"AS","04/11/2018","0085","N551AS","SEA","06:30","06:38","334","350","8","06:54","16","8","0","16","0","0"
"AS","04/11/2018","0745","N487AS","SEA","16:02","16:02","328","343","0","16:14","12","0","0","15","0","0"
"AS","04/11/2019","0085","N442AS","SEA","06:25","06:35","330","328","10","06:51","16","0","0","0","0","0"
"AS","04/11/2019","0745","N402AS","SEA","15:20","15:26","330","321","6","15:58","32","0","0","0","0","0"
"AS","04/12/2015","0745","N433AS","SEA","18:25","18:24","325","315","-1","18:36","12","0","0","0","0","0"
"AS","04/12/2016","0745","N479AS","SEA","18:45","18:37","325","311","-8","18:53","16","0","0","0","0","0"
"AS","04/12/2016","0749","N563AS","SEA","07:00","07:05","330","308","5","07:19","14","0","0","0","0","0"
"AS","04/12/2017","0085","N527AS","SEA","06:20","06:11","327","344","-9","06:21","10","0","0","0","0","0"
"AS","04/12/2017","0745","N487AS","SEA","16:00","15:56","327","322","-4","16:13","17","0","0","0","0","0"
"AS","04/12/2018","0085","N442AS","SEA","06:30","06:23","334","336","-7","06:38","15","0","0","0","0","0"
"AS","04/12/2018","0745","N264AK","SEA","16:02","15:55","328","323","-7","16:07","12","0","0","0","0","0"
"AS","04/12/2019","0085","N479AS","SEA","06:25","06:24","330","323","-1","06:37","13","0","0","0","0","0"
"AS","04/12/2019","0745","N413AS","SEA","15:20","15:26","330","335","6","15:46","20","0","0","0","0","0"
"AS","04/13/2015","0745","N461AS","SEA","18:25","18:22","325","326","-3","18:34","12","0","0","0","0","0"
"AS","04/13/2016","0745","N457AS","SEA","18:45","18:42","325","305","-3","18:53","11","0","0","0","0","0"
"AS","04/13/2016","0749","N562AS","SEA","07:00","06:52","330","305","-8","07:02","10","0","0","0","0","0"
"AS","04/13/2017","0085","N564AS","SEA","06:20","06:19","327","315","-1","06:35","16","0","0","0","0","0"
"AS","04/13/2017","0745","N263AK","SEA","16:00","15:53","327","329","-7","16:10","17","0","0","0","0","0"
"AS","04/13/2018","0085","N281AK","SEA","06:30","06:23","334","322","-7","06:37","14","0","0","0","0","0"
"AS","04/13/2018","0745","N423AS","SEA","16:02","15:55","328","322","-7","16:10","15","0","0","0","0","0"
"AS","04/13/2019","0085","N402AS","SEA","06:25","06:29","330","324","4","06:41","12","0","0","0","0","0"
"AS","04/13/2019","0745","N491AS","SEA","15:20","15:16","330","351","-4","15:40","24","0","0","17","0","0"
"AS","04/14/2015","0745","N431AS","SEA","18:25","18:15","325","310","-10","18:44","29","0","0","0","0","0"
"AS","04/14/2016","0745","N434AS","SEA","18:45","18:40","325","308","-5","18:53","13","0","0","0","0","0"
"AS","04/14/2016","0749","N409AS","SEA","07:00","06:59","330","298","-1","07:10","11","0","0","0","0","0"
"AS","04/14/2017","0085","N577AS","SEA","06:20","06:16","327","313","-4","06:28","12","0","0","0","0","0"
"AS","04/14/2017","0745","N546AS","SEA","16:00","16:22","327","315","22","16:38","16","0","0","0","0","0"
"AS","04/14/2018","0085","N483AS","SEA","06:30","06:25","334","316","-5","06:35","10","0","0","0","0","0"
"AS","04/14/2018","0745","N273AK","SEA","16:02","16:15","328","345","13","16:33","18","13","0","17","0","0"
"AS","04/14/2019","0085","N272AK","SEA","06:25","06:35","330","322","10","06:48","13","0","0","0","0","0"
"AS","04/14/2019","0745","N284AK","SEA","15:20","15:23","330","354","3","15:50","27","0","0","27","0","0"
"AS","04/15/2015","0745","N402AS","SEA","18:25","18:34","325","299","9","18:43","9","0","0","0","0","0"
"AS","04/15/2016","0745","N464AS","SEA","18:45","18:44","325","315","-1","19:01","17","0","0","0","0","0"
"AS","04/15/2016","0749","N402AS","SEA","07:00","06:56","330","298","-4","07:11","15","0","0","0","0","0"
"AS","04/15/2017","0085","N570AS","SEA","06:20","06:17","327","322","-3","06:31","14","0","0","0","0","0"
"AS","04/15/2017","0745","N549AS","SEA","16:00","15:55","327","322","-5","16:09","14","0","0","0","0","0"
"AS","04/15/2018","0085","N402AS","SEA","06:30","06:43","334","320","13","06:59","16","0","0","0","0","0"
"AS","04/15/2018","0745","N284AK","SEA","16:02","16:05","328","325","3","16:18","13","0","0","0","0","0"
"AS","04/15/2019","0085","N428AS","SEA","06:25","06:24","330","346","-1","06:40","16","0","0","15","0","0"
"AS","04/15/2019","0745","N440AS","SEA","15:20","15:19","330","328","-1","15:42","23","0","0","0","0","0"
"AS","04/16/2015","0745","N468AS","SEA","18:25","18:28","325","306","3","18:39","11","0","0","0","0","0"
"AS","04/16/2016","0745","N407AS","SEA","18:45","18:47","325","293","2","18:57","10","0","0","0","0","0"
"AS","04/16/2016","0749","N402AS","SEA","07:00","07:00","330","294","0","07:12","12","0","0","0","0","0"
"AS","04/16/2017","0085","N519AS","SEA","06:20","06:18","327","313","-2","06:32","14","0","0","0","0","0"
"AS","04/16/2017","0745","N270AK","SEA","16:00","15:57","327","309","-3","16:10","13","0","0","0","0","0"
"AS","04/16/2018","0085","N478AS","SEA","06:30","06:29","334","341","-1","06:42","13","0","0","0","0","0"
"AS","04/16/2018","0745","N238AK","SEA","16:02","15:59","328","355","-3","16:12","13","0","0","24","0","0"
"AS","04/16/2019","0085","N253AK","SEA","06:25","06:20","330","319","-5","06:35","15","0","0","0","0","0"
"AS","04/16/2019","0745","N469AS","SEA","15:20","15:20","330","346","0","15:42","22","0","0","16","0","0"
"AS","04/17/2015","0745","N423AS","SEA","18:25","18:22","325","301","-3","18:38","16","0","0","0","0","0"
"AS","04/17/2016","0745","N435AS","SEA","18:45","18:41","325","303","-4","19:02","21","0","0","0","0","0"
"AS","04/17/2016","0749","N402AS","SEA","07:00","06:59","330","312","-1","07:10","11","0","0","0","0","0"
"AS","04/17/2017","0085","N563AS","SEA","06:20","06:09","327","322","-11","06:28","19","0","0","0","0","0"
"AS","04/17/2017","0745","N247AK","SEA","16:00","15:57","327","342","-3","16:22","25","0","0","0","0","0"
"AS","04/17/2018","0085","N468AS","SEA","06:30","06:28","334","327","-2","06:41","13","0","0","0","0","0"
"AS","04/17/2018","0745","N253AK","SEA","16:02","16:04","328","316","2","16:17","13","0","0","0","0","0"
"AS","04/17/2019","0085","N236AK","SEA","06:25","06:38","330","330","13","06:53","15","0","0","0","0","0"
"AS","04/17/2019","0745","N237AK","SEA","15:20","15:14","330","338","-6","15:41","27","0","0","0","0","0"
"AS","04/18/2015","0745","N442AS","SEA","18:25","18:23","325","305","-2","18:33","10","0","0","0","0","0"
"AS","04/18/2016","0745","N492AS","SEA","18:45","19:37","325","299","52","19:58","21","0","0","0","0","26"
"AS","04/18/2016","0749","N516AS","SEA","07:00","06:58","330","288","-2","07:09","11","0","0","0","0","0"
"AS","04/18/2017","0085","N525AS","SEA","06:20","06:22","327","328","2","06:36","14","0","0","0","0","0"
"AS","04/18/2017","0745","N468AS","SEA","16:00","15:58","327","327","-2","16:15","17","0","0","0","0","0"
"AS","04/18/2018","0085","N538AS","SEA","06:30","06:23","334","329","-7","06:37","14","0","0","0","0","0"
"AS","04/18/2018","0745","N479AS","SEA","16:02","16:00","328","326","-2","16:18","18","0","0","0","0","0"
"AS","04/18/2019","0085","N268AK","SEA","06:25","06:24","330","357","-1","06:36","12","0","0","26","0","0"
"AS","04/18/2019","0745","N431AS","SEA","15:20","15:19","330","311","-1","15:39","20","0","0","0","0","0"
"AS","04/19/2015","0745","N453AS","SEA","18:25","18:25","325","334","0","18:40","15","0","0","0","0","0"
"AS","04/19/2016","0745","N471AS","SEA","18:45","18:51","325","296","6","19:01","10","0","0","0","0","0"
"AS","04/19/2016","0749","N487AS","SEA","07:00","07:01","330","290","1","07:13","12","0","0","0","0","0"
"AS","04/19/2017","0085","N538AS","SEA","06:20","06:07","327","318","-13","06:22","15","0","0","0","0","0"
"AS","04/19/2017","0745","N267AK","SEA","16:00","16:00","327","388","0","17:18","78","0","0","61","0","0"
"AS","04/19/2018","0085","N236AK","SEA","06:30","06:20","334","333","-10","06:33","13","0","0","0","0","0"
"AS","04/19/2018","0745","N272AK","SEA","16:02","15:54","328","316","-8","16:14","20","0","0","0","0","0"
"AS","04/19/2019","0085","N253AK","SEA","06:25","07:01","330","308","36","07:13","12","0","0","0","0","0"
"AS","04/19/2019","0745","N479AS","SEA","15:20","15:14","330","348","-6","15:50","36","0","0","0","0","0"
"AS","04/20/2015","0745","N423AS","SEA","18:25","18:21","325","314","-4","18:40","19","0","0","0","0","0"
"AS","04/20/2016","0745","N408AS","SEA","18:45","18:53","325","296","8","19:05","12","0","0","0","0","0"
"AS","04/20/2016","0749","N579AS","SEA","07:00","06:53","330","308","-7","07:08","15","0","0","0","0","0"
"AS","04/20/2017","0085","N519AS","SEA","06:20","06:15","327","317","-5","06:29","14","0","0","0","0","0"
"AS","04/20/2017","0745","N495AS","SEA","16:00","16:06","327","322","6","16:20","14","0","0","0","0","0"
"AS","04/20/2018","0085","N284AK","SEA","06:30","06:23","334","328","-7","06:36","13","0","0","0","0","0"
"AS","04/20/2018","0745","N224AK","SEA","16:02","15:54","328","305","-8","16:06","12","0","0","0","0","0"
"AS","04/20/2019","0085","N270AK","SEA","06:25","07:06","330","307","41","07:21","15","0","0","0","0","18"
"AS","04/20/2019","0745","N413AS","SEA","15:20","15:11","330","306","-9","15:25","14","0","0","0","0","0"
"AS","04/21/2015","0745","N469AS","SEA","18:25","18:23","325","324","-2","18:36","13","0","0","0","0","0"
"AS","04/21/2016","0745","N459AS","SEA","18:45","18:44","325","308","-1","18:57","13","0","0","0","0","0"
"AS","04/21/2016","0749","N517AS","SEA","07:00","06:56","330","301","-4","07:08","12","0","0","0","0","0"
"AS","04/21/2017","0085","N568AS","SEA","06:20","06:15","327","322","-5","06:36","21","0","0","0","0","0"
"AS","04/21/2017","0745","N472AS","SEA","16:00","16:27","327","306","27","16:41","14","0","0","0","0","0"
"AS","04/21/2018","0085","N556AS","SEA","06:30","06:25","334","315","-5","06:38","13","0","0","0","0","0"
"AS","04/21/2018","0745","N280AK","SEA","16:02","15:56","328","320","-6","16:08","12","0","0","0","0","0"
"AS","04/21/2019","0085","N297AK","SEA","06:25","06:17","330","306","-8","06:29","12","0","0","0","0","0"
"AS","04/21/2019","0745","N253AK","SEA","15:20","15:43","330","310","23","15:59","16","0","0","0","0","0"
"AS","04/22/2015","0745","N461AS","SEA","18:25","18:28","325","316","3","18:41","13","0","0","0","0","0"
"AS","04/22/2016","0745","N471AS","SEA","18:45","18:37","325","309","-8","18:55","18","0","0","0","0","0"
"AS","04/22/2016","0749","N431AS","SEA","07:00","06:55","330","301","-5","07:07","12","0","0","0","0","0"
"AS","04/22/2017","0085","N562AS","SEA","06:20","06:14","327","328","-6","06:26","12","0","0","0","0","0"
"AS","04/22/2017","0745","N518AS","SEA","16:00","15:55","327","327","-5","16:14","19","0","0","0","0","0"
"AS","04/22/2018","0085","N459AS","SEA","06:30","06:22","334","305","-8","06:37","15","0","0","0","0","0"
"AS","04/22/2018","0745","N477AS","SEA","16:02","16:16","328","301","14","16:31","15","0","0","0","0","0"
"AS","04/22/2019","0085","N224AK","SEA","06:25","06:21","330","324","-4","06:36","15","0","0","0","0","0"
"AS","04/22/2019","0745","N478AS","SEA","15:20","15:19","330","333","-1","15:41","22","0","0","0","0","0"
"AS","04/23/2015","0745","N469AS","SEA","18:25","18:34","325","336","9","18:49","15","0","0","11","0","9"
"AS","04/23/2016","0745","N457AS","SEA","18:45","18:43","325","301","-2","18:58","15","0","0","0","0","0"
"AS","04/23/2016","0749","N302AS","SEA","07:00","06:55","330","299","-5","07:06","11","0","0","0","0","0"
"AS","04/23/2017","0085","N577AS","SEA","06:20","06:20","327","330","0","06:34","14","0","0","0","0","0"
"AS","04/23/2017","0745","N459AS","SEA","16:00","16:08","327","324","8","16:27","19","0","0","0","0","0"
"AS","04/23/2018","0085","N268AK","SEA","06:30","06:19","334","303","-11","06:38","19","0","0","0","0","0"
"AS","04/23/2018","0745","N457AS","SEA","16:02","15:58","328","312","-4","16:15","17","0","0","0","0","0"
"AS","04/23/2019","0085","N263AK","SEA","06:25","06:21","330","326","-4","06:35","14","0","0","0","0","0"
"AS","04/23/2019","0745","N487AS","SEA","15:20","15:14","330","334","-6","15:45","31","0","0","0","0","0"
"AS","04/24/2015","0745","N459AS","SEA","18:25","20:24","325","318","119","20:34","10","0","0","0","0","112"
"AS","04/24/2016","0745","N464AS","SEA","18:45","19:41","325","325","56","19:57","16","0","0","56","0","0"
"AS","04/24/2016","0749","N492AS","SEA","07:00","06:57","330","311","-3","07:12","15","0","0","0","0","0"
"AS","04/24/2017","0085","N517AS","SEA","06:20","06:12","327","330","-8","06:32","20","0","0","0","0","0"
"AS","04/24/2017","0745","N492AS","SEA","16:00","16:07","327","317","7","16:25","18","0","0","0","0","0"
"AS","04/24/2018","0085","N565AS","SEA","06:30","06:19","334","318","-11","06:34","15","0","0","0","0","0"
"AS","04/24/2018","0745","N285AK","SEA","16:02","15:55","328","315","-7","16:11","16","0","0","0","0","0"
"AS","04/24/2019","0085","N260AK","SEA","06:25","06:27","330","332","2","06:41","14","0","0","0","0","0"
"AS","04/24/2019","0745","N280AK","SEA","15:20","15:16","330","350","-4","15:49","33","0","0","16","0","0"
"AS","04/25/2015","0745","N453AS","SEA","18:25","18:37","325","316","12","18:48","11","0","0","0","0","0"
"AS","04/25/2016","0745","N442AS","SEA","18:45","18:39","325","317","-6","18:57","18","0","0","0","0","0"
"AS","04/25/2016","0749","N493AS","SEA","07:00","07:02","330","303","2","07:16","14","0","0","0","0","0"
"AS","04/25/2017","0085","N525AS","SEA","06:20","06:17","327","317","-3","06:32","15","0","0","0","0","0"
"AS","04/25/2017","0745","N413AS","SEA","16:00","16:01","327","314","1","16:16","15","0","0","0","0","0"
"AS","04/25/2018","0085","N442AS","SEA","06:30","06:18","334","325","-12","06:41","23","0","0","0","0","0"
"AS","04/25/2018","0745","N464AS","SEA","16:02","15:51","328","317","-11","16:05","14","0","0","0","0","0"
"AS","04/25/2019","0085","N248AK","SEA","06:25","06:18","330","339","-7","06:33","15","0","0","0","0","0"
"AS","04/25/2019","0745","N464AS","SEA","15:20","15:23","330","328","3","15:49","26","0","0","0","0","0"
"AS","04/26/2015","0745","N435AS","SEA","18:25","18:24","325","321","-1","18:47","23","0","0","0","0","0"
"AS","04/26/2016","0745","N461AS","SEA","18:45","18:43","325","405","-2","19:00","17","0","0","78","0","0"
"AS","04/26/2016","0749","N481AS","SEA","07:00","07:10","330","303","10","07:23","13","0","0","0","0","0"
"AS","04/26/2017","0085","N566AS","SEA","06:20","06:10","327","309","-10","06:24","14","0","0","0","0","0"
"AS","04/26/2017","0745","N495AS","SEA","16:00","16:04","327","316","4","16:20","16","0","0","0","0","0"
"AS","04/26/2018","0085","N472AS","SEA","06:30","06:33","334","314","3","06:45","12","0","0","0","0","0"
"AS","04/26/2018","0745","N453AS","SEA","16:02","15:53","328","323","-9","16:12","19","0","0","0","0","0"
"AS","04/26/2019","0085","N265AK","SEA","06:25","06:19","330","352","-6","06:40","21","0","0","16","0","0"
"AS","04/26/2019","0745","N486AS","SEA","15:20","15:26","330","345","6","15:50","24","6","0","15","0","0"
"AS","04/27/2015","0745","N468AS","SEA","18:25","18:33","325","312","8","18:46","13","0","0","0","0","0"
"AS","04/27/2016","0745","N486AS","SEA","18:45","18:44","325","307","-1","18:56","12","0","0","0","0","0"
"AS","04/27/2016","0749","N526AS","SEA","07:00","06:56","330","293","-4","07:07","11","0","0","0","0","0"
"AS","04/27/2017","0085","N534AS","SEA","06:20","06:12","327","340","-8","06:46","34","0","0","0","0","0"
"AS","04/27/2017","0745","N407AS","SEA","16:00","16:02","327","329","2","16:38","36","0","0","0","0","0"
"AS","04/27/2018","0085","N274AK","SEA","06:30","06:25","334","318","-5","06:38","13","0","0","0","0","0"
"AS","04/27/2018","0745","N224AK","SEA","16:02","15:56","328","313","-6","16:12","16","0","0","0","0","0"
"AS","04/27/2019","0085","N236AK","SEA","06:25","06:23","330","338","-2","06:40","17","0","0","0","0","0"
"AS","04/27/2019","0745","N288AK","SEA","15:20","15:13","330","355","-7","15:40","27","0","0","18","0","0"
"AS","04/28/2015","0745","N419AS","SEA","18:25","18:17","325","316","-8","18:41","24","0","0","0","0","0"
"AS","04/28/2016","0745","N524AS","SEA","18:45","18:39","325","316","-6","18:53","14","0","0","0","0","0"
"AS","04/28/2016","0749","N583AS","SEA","07:00","06:55","330","319","-5","07:12","17","0","0","0","0","0"
"AS","04/28/2017","0085","N431AS","SEA","06:20","06:20","327","302","0","06:34","14","0","0","0","0","0"
"AS","04/28/2017","0745","N237AK","SEA","16:00","15:52","327","331","-8","16:20","28","0","0","0","0","0"
"AS","04/28/2018","0085","N583AS","SEA","06:30","07:10","334","318","40","07:36","26","24","0","0","0","0"
"AS","04/28/2018","0745","N453AS","SEA","16:02","15:54","328","308","-8","16:10","16","0","0","0","0","0"
"AS","04/28/2019","0085","N294AK","SEA","06:25","06:23","330","332","-2","06:34","11","0","0","0","0","0"
"AS","04/28/2019","0745","N278AK","SEA","15:20","15:15","330","330","-5","15:34","19","0","0","0","0","0"
"AS","04/29/2015","0745","N408AS","SEA","18:25","18:22","325","307","-3","18:34","12","0","0","0","0","0"
"AS","04/29/2016","0745","N409AS","SEA","18:45","19:03","325","296","18","19:19","16","0","0","0","0","0"
"AS","04/29/2016","0749","N434AS","SEA","07:00","06:58","330","309","-2","07:11","13","0","0","0","0","0"
"AS","04/29/2017","0085","N548AS","SEA","06:20","06:11","327","353","-9","06:27","16","0","0","17","0","0"
"AS","04/29/2017","0745","N266AK","SEA","16:00","16:22","327","322","22","16:36","14","0","0","0","0","17"
"AS","04/29/2018","0085","N282AK","SEA","06:30","06:23","334","307","-7","06:36","13","0","0","0","0","0"
"AS","04/29/2018","0745","N284AK","SEA","16:02","15:59","328","307","-3","16:20","21","0","0","0","0","0"
"AS","04/29/2019","0085","N266AK","SEA","06:25","06:28","330","359","3","06:55","27","0","0","32","0","0"
"AS","04/29/2019","0745","N492AS","SEA","15:20","15:39","330","339","19","16:06","27","19","0","9","0","0"
"AS","04/30/2015","0745","N435AS","SEA","18:25","18:19","325","325","-6","18:39","20","0","0","0","0","0"
"AS","04/30/2016","0745","N467AS","SEA","18:45","18:59","325","300","14","19:18","19","0","0","0","0","0"
"AS","04/30/2016","0749","N538AS","SEA","07:00","06:57","330","294","-3","07:09","12","0","0","0","0","0"
"AS","04/30/2017","0085","N492AS","SEA","06:20","06:19","327","310","-1","06:33","14","0","0","0","0","0"
"AS","04/30/2017","0745","N224AK","SEA","16:00","16:26","327","339","26","17:06","40","11","0","12","0","15"
"AS","04/30/2018","0085","N474AS","SEA","06:30","06:26","334","307","-4","06:48","22","0","0","0","0","0"
"AS","04/30/2018","0745","N469AS","SEA","16:02","15:56","328","304","-6","16:16","20","0","0","0","0","0"
"AS","04/30/2019","0085","N483AS","SEA","06:25","06:24","330","357","-1","06:37","13","0","0","26","0","0"
"AS","04/30/2019","0745","N457AS","SEA","15:20","15:18","330","338","-2","15:43","25","0","0","0","0","0"
"AS","05/01/2015","0745","N453AS","SEA","18:25","18:18","325","315","-7","18:33","15","0","0","0","0","0"
"AS","05/01/2016","0745","N428AS","SEA","18:45","18:47","325","328","2","19:18","31","0","0","0","0","0"
"AS","05/01/2016","0749","N592AS","SEA","07:00","06:57","330","311","-3","07:18","21","0","0","0","0","0"
"AS","05/01/2017","0085","N548AS","SEA","06:20","06:13","327","365","-7","06:38","25","0","0","31","0","0"
"AS","05/01/2017","0745","N481AS","SEA","16:00","15:59","327","330","-1","16:23","24","0","0","0","0","0"
"AS","05/01/2018","0085","N568AS","SEA","06:30","06:36","334","316","6","06:50","14","0","0","0","0","0"
"AS","05/01/2018","0745","N440AS","SEA","16:02","16:03","328","310","1","16:13","10","0","0","0","0","0"
"AS","05/01/2019","0085","N270AK","SEA","06:25","06:42","330","341","17","07:00","18","5","0","11","0","12"
"AS","05/01/2019","0745","N267AK","SEA","15:20","15:48","330","321","28","16:16","28","2","0","0","0","17"
"AS","05/02/2015","0745","N464AS","SEA","18:25","18:21","325","314","-4","18:36","15","0","0","0","0","0"
"AS","05/02/2016","0745","N434AS","SEA","18:45","19:52","325","343","67","20:31","39","3","0","18","0","64"
"AS","05/02/2016","0749","N586AS","SEA","07:00","06:53","330","280","-7","07:04","11","0","0","0","0","0"
"AS","05/02/2017","0085","N516AS","SEA","06:20","06:15","327","329","-5","06:31","16","0","0","0","0","0"
"AS","05/02/2017","0745","N457AS","SEA","16:00","15:56","327","330","-4","16:13","17","0","0","0","0","0"
"AS","05/02/2018","0085","N284AK","SEA","06:30","06:28","334","310","-2","06:39","11","0","0","0","0","0"
"AS","05/02/2018","0745","N273AK","SEA","16:02","15:57","328","320","-5","16:12","15","0","0","0","0","0"
"AS","05/02/2019","0085","N407AS","SEA","06:25","06:53","330","335","28","07:08","15","0","0","5","0","28"
"AS","05/02/2019","0745","N278AK","SEA","15:20","15:51","330","327","31","16:14","23","0","0","0","0","28"
"AS","05/03/2015","0745","N557AS","SEA","18:25","18:21","330","316","-4","18:43","22","0","0","0","0","0"
"AS","05/03/2016","0745","N423AS","SEA","18:45","18:38","325","295","-7","18:55","17","0","0","0","0","0"
"AS","05/03/2016","0749","N564AS","SEA","07:00","07:50","330","314","50","08:00","10","34","0","0","0","0"
"AS","05/03/2017","0085","N531AS","SEA","06:20","06:14","327","334","-6","06:29","15","0","0","0","0","0"
"AS","05/03/2017","0745","N433AS","SEA","16:00","16:20","327","319","20","16:46","26","0","0","0","0","0"
"AS","05/03/2018","0085","N266AK","SEA","06:30","06:25","334","325","-5","06:41","16","0","0","0","0","0"
"AS","05/03/2018","0745","N268AK","SEA","16:02","16:11","328","317","9","16:27","16","0","0","0","0","0"
"AS","05/03/2019","0085","N462AS","SEA","06:25","06:38","330","338","13","06:56","18","13","0","8","0","0"
"AS","05/03/2019","0745","N481AS","SEA","15:20","15:15","330","312","-5","15:31","16","0","0","0","0","0"
"AS","05/04/2015","0745","N471AS","SEA","18:25","19:12","330","317","47","19:29","17","0","0","0","0","34"
"AS","05/04/2016","0745","N467AS","SEA","18:45","18:43","325","328","-2","18:58","15","0","0","0","0","0"
"AS","05/04/2016","0749","N492AS","SEA","07:00","06:53","330","318","-7","07:06","13","0","0","0","0","0"
"AS","05/04/2017","0085","N535AS","SEA","06:20","06:14","327","310","-6","06:31","17","0","0","0","0","0"
"AS","05/04/2017","0745","N264AK","SEA","16:00","15:57","327","339","-3","16:12","15","0","0","0","0","0"
"AS","05/04/2018","0085","N492AS","SEA","06:30","06:36","334","316","6","06:48","12","0","0","0","0","0"
"AS","05/04/2018","0745","N419AS","SEA","16:02","15:58","328","326","-4","16:15","17","0","0","0","0","0"
"AS","05/04/2019","0085","N292AK","SEA","06:25","06:44","330","313","19","06:53","9","0","0","0","0","0"
"AS","05/04/2019","0745","N236AK","SEA","15:20","15:33","330","317","13","15:48","15","0","0","0","0","0"
"AS","05/05/2015","0745","N402AS","SEA","18:25","18:20","330","301","-5","18:36","16","0","0","0","0","0"
"AS","05/05/2016","0745","N494AS","SEA","18:45","18:42","325","309","-3","18:56","14","0","0","0","0","0"
"AS","05/05/2016","0749","N481AS","SEA","07:00","07:02","330","319","2","07:17","15","0","0","0","0","0"
"AS","05/05/2017","0085","N423AS","SEA","06:20","06:51","327","313","31","07:07","16","0","0","17","0","0"
"AS","05/05/2017","0745","N471AS","SEA","16:00","15:57","327","308","-3","16:09","12","0","0","0","0","0"
"AS","05/05/2018","0085","N462AS","SEA","06:30","06:57","334","319","27","07:09","12","0","0","0","0","0"
"AS","05/05/2018","0745","N423AS","SEA","16:02","15:54","328","321","-8","16:08","14","0","0","0","0","0"
"AS","05/05/2019","0085","N237AK","SEA","06:25","06:20","330","321","-5","06:36","16","0","0","0","0","0"
"AS","05/05/2019","0745","N296AK","SEA","15:20","15:18","330","326","-2","15:33","15","0","0","0","0","0"
"AS","05/06/2015","0745","N433AS","SEA","18:25","18:24","330","287","-1","18:39","15","0","0","0","0","0"
"AS","05/06/2016","0745","N407AS","SEA","18:45","18:41","325","314","-4","18:56","15","0","0","0","0","0"
"AS","05/06/2016","0749","N487AS","SEA","07:00","06:59","330","300","-1","07:12","13","0","0","0","0","0"
"AS","05/06/2017","0085","N238AK","SEA","06:20","06:26","327","310","6","06:37","11","0","0","0","0","0"
"AS","05/06/2017","0745","N494AS","SEA","16:00","15:59","327","320","-1","16:14","15","0","0","0","0","0"
"AS","05/06/2018","0085","N530AS","SEA","06:30","06:33","334","306","3","06:49","16","0","0","0","0","0"
"AS","05/06/2018","0745","N265AK","SEA","16:02","15:56","328","321","-6","16:09","13","0","0","0","0","0"
