Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: Alaska Airlines Inc. (AS)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AS","06/23/2016","0749","N560AS","SEA","07:00","06:56","326","331","-4","07:09","13","0","0","0","0","0"
"AS","06/23/2016","0765","N474AS","PDX","08:45","08:40","320","300","-5","09:02","22","0","0","0","0","0"
"AS","06/23/2016","0777","N462AS","SEA","18:50","18:41","325","334","-9","18:58","17","0","0","0","0","0"
"AS","06/23/2017","0085","N570AS","SEA","06:30","06:23","334","339","-7","06:45","22","0","0","0","0","0"
"AS","06/23/2017","0745","N534AS","SEA","16:12","16:04","328","343","-8","16:26","22","0","0","0","0","0"
"AS","06/23/2017","0765","N529AS","PDX","09:00","08:53","318","321","-7","09:17","24","0","0","0","0","0"
"AS","06/23/2018","0085","N457AS","SEA","06:33","06:30","326","327","-3","06:45","15","0","0","0","0","0"
"AS","06/23/2018","0725","N562AS","PDX","08:44","08:37","309","335","-7","08:57","20","0","0","19","0","0"
"AS","06/23/2018","0745","N491AS","SEA","16:01","16:00","334","318","-1","16:16","16","0","0","0","0","0"
"AS","06/23/2019","0085","N267AK","SEA","06:25","07:24","330","320","59","07:40","16","0","0","49","0","0"
"AS","06/23/2019","0745","N487AS","SEA","15:15","15:25","325","345","10","16:01","36","0","0","20","0","10"
"AS","06/24/2015","0745","N462AS","SEA","18:55","00:00","325","0","0","00:00","0","0","0","0","0","0"
"AS","06/24/2016","0749","N596AS","SEA","07:00","06:56","326","322","-4","07:12","16","0","0","0","0","0"
"AS","06/24/2016","0765","N553AS","PDX","08:45","09:26","320","299","41","09:36","10","0","0","0","0","20"
"AS","06/24/2016","0777","N528AS","SEA","18:50","18:46","325","305","-4","18:57","11","0","0","0","0","0"
"AS","06/24/2017","0085","N448AS","SEA","06:30","06:25","334","327","-5","06:35","10","0","0","0","0","0"
"AS","06/24/2017","0745","N481AS","SEA","16:12","16:03","328","324","-9","16:17","14","0","0","0","0","0"
"AS","06/24/2017","0765","N523AS","PDX","09:00","08:48","318","329","-12","09:09","21","0","0","0","0","0"
"AS","06/24/2018","0085","N268AK","SEA","06:33","06:30","326","322","-3","06:42","12","0","0","0","0","0"
"AS","06/24/2018","0725","N528AS","PDX","08:44","08:43","309","300","-1","08:57","14","0","0","0","0","0"
"AS","06/24/2018","0745","N492AS","SEA","16:01","15:58","334","301","-3","16:11","13","0","0","0","0","0"
"AS","06/24/2019","0085","N402AS","SEA","06:25","06:20","330","340","-5","06:36","16","0","0","0","0","0"
"AS","06/24/2019","0745","N280AK","SEA","15:15","15:14","325","318","-1","15:31","17","0","0","0","0","0"
"AS","06/25/2015","0745","N409AS","SEA","18:55","18:50","325","306","-5","19:04","14","0","0","0","0","0"
"AS","06/25/2016","0749","N453AS","SEA","07:00","06:52","326","321","-8","07:12","20","0","0","0","0","0"
"AS","06/25/2016","0765","N526AS","PDX","08:45","08:39","320","296","-6","08:52","13","0","0","0","0","0"
"AS","06/25/2016","0777","N467AS","SEA","18:50","19:27","325","304","37","19:39","12","0","0","0","0","16"
"AS","06/25/2017","0085","N459AS","SEA","06:30","06:32","334","325","2","06:48","16","0","0","0","0","0"
"AS","06/25/2017","0745","N537AS","SEA","16:12","16:08","328","336","-4","16:30","22","0","0","0","0","0"
"AS","06/25/2017","0765","N306AS","PDX","09:00","08:52","318","313","-8","09:12","20","0","0","0","0","0"
"AS","06/25/2018","0085","N285AK","SEA","06:33","06:28","326","313","-5","06:42","14","0","0","0","0","0"
"AS","06/25/2018","0725","N584AS","PDX","08:44","08:43","309","296","-1","08:59","16","0","0","0","0","0"
"AS","06/25/2018","0745","N278AK","SEA","16:01","17:16","334","389","75","18:31","75","0","9","55","0","66"
"AS","06/25/2019","0085","N403AS","SEA","06:25","07:17","330","300","52","07:29","12","0","0","0","0","22"
"AS","06/25/2019","0745","N516AS","SEA","15:15","15:13","325","333","-2","15:44","31","0","0","0","0","0"
"AS","06/26/2015","0745","N469AS","SEA","18:55","18:55","325","305","0","19:10","15","0","0","0","0","0"
"AS","06/26/2016","0765","N478AS","PDX","08:45","08:48","320","293","3","09:01","13","0","0","0","0","0"
"AS","06/26/2016","0777","N472AS","SEA","18:50","18:49","325","314","-1","19:20","31","0","0","0","0","0"
"AS","06/26/2017","0085","N579AS","SEA","06:30","06:26","334","343","-4","06:48","22","0","0","0","0","0"
"AS","06/26/2017","0745","N481AS","SEA","16:12","16:15","328","326","3","16:27","12","0","0","0","0","0"
"AS","06/26/2017","0765","N493AS","PDX","09:00","09:25","318","315","25","09:41","16","0","0","22","0","0"
"AS","06/26/2018","0085","N402AS","SEA","06:33","06:32","326","328","-1","06:52","20","0","0","0","0","0"
"AS","06/26/2018","0725","N589AS","PDX","08:44","08:46","309","314","2","08:58","12","0","0","0","0","0"
"AS","06/26/2018","0745","N440AS","SEA","16:01","15:53","334","339","-8","16:19","26","0","0","0","0","0"
"AS","06/26/2019","0085","N440AS","SEA","06:25","06:42","330","317","17","06:59","17","0","0","0","0","0"
"AS","06/26/2019","0745","N281AK","SEA","15:15","15:19","325","334","4","15:40","21","0","0","0","0","0"
"AS","06/27/2015","0745","N403AS","SEA","18:55","19:40","325","311","45","20:06","26","0","0","0","0","31"
"AS","06/27/2016","0749","N594AS","SEA","07:00","07:00","326","308","0","07:10","10","0","0","0","0","0"
"AS","06/27/2016","0765","N644AS","PDX","08:45","08:39","320","316","-6","09:04","25","0","0","0","0","0"
"AS","06/27/2016","0777","N493AS","SEA","18:50","18:49","325","346","-1","19:22","33","0","0","20","0","0"
"AS","06/27/2017","0085","N519AS","SEA","06:30","06:29","334","330","-1","06:43","14","0","0","0","0","0"
"AS","06/27/2017","0745","N563AS","SEA","16:12","16:06","328","333","-6","16:20","14","0","0","0","0","0"
"AS","06/27/2017","0765","N409AS","PDX","09:00","08:52","318","324","-8","09:18","26","0","0","0","0","0"
"AS","06/27/2018","0085","N224AK","SEA","06:33","06:34","326","310","1","06:51","17","0","0","0","0","0"
"AS","06/27/2018","0745","N474AS","SEA","16:01","17:16","334","321","75","17:31","15","62","0","0","0","0"
"AS","06/27/2019","0085","N428AS","SEA","06:25","06:35","330","317","10","06:46","11","0","0","0","0","0"
"AS","06/27/2019","0745","N453AS","SEA","15:15","15:15","325","326","0","15:38","23","0","0","0","0","0"
"AS","06/28/2015","0745","N442AS","SEA","18:55","18:48","325","319","-7","19:04","16","0","0","0","0","0"
"AS","06/28/2016","0749","N523AS","SEA","07:00","07:02","326","314","2","07:14","12","0","0","0","0","0"
"AS","06/28/2016","0765","N464AS","PDX","08:45","08:49","320","303","4","09:00","11","0","0","0","0","0"
"AS","06/28/2016","0777","N552AS","SEA","18:50","18:47","325","337","-3","19:09","22","0","0","0","0","0"
"AS","06/28/2017","0085","N419AS","SEA","06:30","06:17","334","334","-13","06:34","17","0","0","0","0","0"
"AS","06/28/2017","0745","N453AS","SEA","16:12","16:42","328","325","30","16:54","12","27","0","0","0","0"
"AS","06/28/2017","0765","N514AS","PDX","09:00","10:04","318","313","64","10:30","26","0","0","4","0","55"
"AS","06/28/2018","0085","N491AS","SEA","06:33","06:30","326","314","-3","06:50","20","0","0","0","0","0"
"AS","06/28/2018","0725","N581AS","PDX","08:44","08:41","309","303","-3","09:12","31","0","0","0","0","0"
"AS","06/28/2018","0745","N477AS","SEA","16:01","16:43","334","304","42","16:58","15","0","0","0","0","0"
"AS","06/28/2019","0085","N297AK","SEA","06:25","06:18","330","311","-7","06:36","18","0","0","0","0","0"
"AS","06/28/2019","0745","N564AS","SEA","15:15","15:17","325","345","2","15:38","21","0","0","22","0","0"
"AS","06/29/2015","0745","N471AS","SEA","18:55","18:58","325","297","3","19:10","12","0","0","0","0","0"
"AS","06/29/2016","0765","N461AS","PDX","08:45","08:47","320","297","2","09:02","15","0","0","0","0","0"
"AS","06/29/2016","0777","N478AS","SEA","18:50","18:58","325","327","8","19:14","16","0","0","0","0","0"
"AS","06/29/2017","0085","N457AS","SEA","06:30","06:27","334","319","-3","06:38","11","0","0","0","0","0"
"AS","06/29/2017","0745","N474AS","SEA","16:12","16:07","328","335","-5","16:29","22","0","0","0","0","0"
"AS","06/29/2017","0765","N556AS","PDX","09:00","08:50","318","328","-10","09:08","18","0","0","0","0","0"
"AS","06/29/2018","0085","N442AS","SEA","06:33","06:26","326","317","-7","06:40","14","0","0","0","0","0"
"AS","06/29/2018","0725","N585AS","PDX","08:44","08:40","309","302","-4","09:01","21","0","0","0","0","0"
"AS","06/29/2018","0745","N479AS","SEA","16:01","16:05","334","326","4","16:25","20","0","0","0","0","0"
"AS","06/29/2019","0085","N274AK","SEA","06:25","06:36","330","314","11","06:49","13","0","0","0","0","0"
"AS","06/29/2019","0745","N284AK","SEA","15:15","15:24","325","301","9","15:36","12","0","0","0","0","0"
"AS","06/30/2015","0745","N435AS","SEA","18:55","18:50","325","312","-5","19:04","14","0","0","0","0","0"
"AS","06/30/2016","0749","N583AS","SEA","07:00","06:54","326","316","-6","07:09","15","0","0","0","0","0"
"AS","06/30/2016","0765","N471AS","PDX","08:45","08:37","320","304","-8","08:51","14","0","0","0","0","0"
"AS","06/30/2016","0777","N551AS","SEA","18:50","18:47","325","315","-3","19:02","15","0","0","0","0","0"
"AS","06/30/2017","0085","N557AS","SEA","06:30","06:22","334","309","-8","06:34","12","0","0","0","0","0"
"AS","06/30/2017","0745","N237AK","SEA","16:12","16:06","328","296","-6","16:18","12","0","0","0","0","0"
"AS","06/30/2017","0765","N408AS","PDX","09:00","09:05","318","309","5","09:22","17","0","0","0","0","0"
"AS","06/30/2018","0085","N472AS","SEA","06:33","06:26","326","320","-7","06:39","13","0","0","0","0","0"
"AS","06/30/2018","0725","N558AS","PDX","08:44","08:43","309","296","-1","08:58","15","0","0","0","0","0"
"AS","06/30/2018","0745","N282AK","SEA","16:01","15:56","334","317","-5","16:09","13","0","0","0","0","0"
"AS","06/30/2019","0085","N433AS","SEA","06:25","06:22","330","307","-3","06:36","14","0","0","0","0","0"
"AS","06/30/2019","0745","N298AK","SEA","15:15","15:13","325","307","-2","15:38","25","0","0","0","0","0"
"AS","07/01/2015","0745","N323AS","SEA","18:55","19:29","325","347","34","20:11","42","0","0","22","0","34"
"AS","07/01/2016","0749","N592AS","SEA","07:00","06:57","326","320","-3","07:09","12","0","0","0","0","0"
"AS","07/01/2016","0765","N428AS","PDX","08:45","11:29","320","299","164","11:45","16","143","0","0","0","0"
"AS","07/01/2016","0777","N464AS","SEA","18:50","18:53","325","311","3","19:05","12","0","0","0","0","0"
"AS","07/01/2017","0085","N474AS","SEA","06:30","06:43","334","322","13","07:02","19","0","0","0","0","0"
"AS","07/01/2017","0745","N479AS","SEA","16:12","16:06","328","306","-6","16:26","20","0","0","0","0","0"
"AS","07/01/2017","0765","N461AS","PDX","09:00","09:02","318","298","2","09:17","15","0","0","0","0","0"
"AS","07/01/2018","0085","N266AK","SEA","06:33","06:42","326","317","9","06:52","10","0","0","0","0","0"
"AS","07/01/2018","0725","N557AS","PDX","08:44","08:39","309","304","-5","08:53","14","0","0","0","0","0"
"AS","07/01/2018","0745","N464AS","SEA","16:01","15:58","334","303","-3","16:12","14","0","0","0","0","0"
"AS","07/01/2019","0085","N423AS","SEA","06:25","06:42","330","308","17","06:54","12","0","0","0","0","0"
"AS","07/01/2019","0745","N468AS","SEA","15:15","15:36","325","309","21","15:53","17","0","0","0","0","0"
"AS","07/02/2015","0745","N408AS","SEA","18:55","18:55","325","317","0","19:08","13","0","0","0","0","0"
"AS","07/02/2016","0749","N525AS","SEA","07:00","06:51","326","319","-9","07:09","18","0","0","0","0","0"
"AS","07/02/2016","0765","N520AS","PDX","08:45","08:42","320","291","-3","08:52","10","0","0","0","0","0"
"AS","07/02/2016","0777","N487AS","SEA","18:50","18:45","325","328","-5","19:11","26","0","0","0","0","0"
"AS","07/02/2017","0085","N265AK","SEA","06:30","06:30","334","302","0","06:45","15","0","0","0","0","0"
"AS","07/02/2017","0745","N532AS","SEA","16:12","16:07","328","305","-5","16:22","15","0","0","0","0","0"
"AS","07/02/2017","0765","N247AK","PDX","09:00","09:05","318","299","5","09:20","15","0","0","0","0","0"
"AS","07/02/2018","0085","N493AS","SEA","06:33","06:38","326","326","5","07:01","23","0","0","0","0","0"
"AS","07/02/2018","0725","N549AS","PDX","08:44","08:45","309","307","1","08:59","14","0","0","0","0","0"
"AS","07/02/2018","0745","N266AK","SEA","16:01","15:49","334","317","-12","16:03","14","0","0","0","0","0"
"AS","07/02/2019","0085","N477AS","SEA","06:25","06:19","330","299","-6","06:33","14","0","0","0","0","0"
"AS","07/02/2019","0745","N292AK","SEA","15:15","15:18","325","306","3","15:38","20","0","0","0","0","0"
"AS","07/03/2015","0745","N464AS","SEA","18:55","18:53","325","309","-2","19:06","13","0","0","0","0","0"
"AS","07/03/2016","0765","N472AS","PDX","08:45","08:43","320","312","-2","08:59","16","0","0","0","0","0"
"AS","07/03/2016","0777","N493AS","SEA","18:50","18:46","325","314","-4","18:59","13","0","0","0","0","0"
"AS","07/03/2017","0085","N268AK","SEA","06:30","06:27","334","317","-3","06:39","12","0","0","0","0","0"
"AS","07/03/2017","0745","N251AK","SEA","16:12","16:24","328","307","12","16:36","12","0","0","0","0","0"
"AS","07/03/2017","0765","N537AS","PDX","09:00","08:54","318","303","-6","09:13","19","0","0","0","0","0"
"AS","07/03/2018","0085","N287AK","SEA","06:33","06:29","326","299","-4","06:42","13","0","0","0","0","0"
"AS","07/03/2018","0725","N593AS","PDX","08:44","08:37","309","318","-7","08:55","18","0","0","0","0","0"
"AS","07/03/2018","0745","N462AS","SEA","16:01","16:46","334","296","45","17:06","20","0","0","0","0","0"
"AS","07/03/2019","0085","N264AK","SEA","06:25","06:20","330","304","-5","06:32","12","0","0","0","0","0"
"AS","07/03/2019","0745","N251AK","SEA","15:15","15:16","325","337","1","15:35","19","0","0","0","0","0"
"AS","07/04/2015","0745","N323AS","SEA","18:55","18:46","325","302","-9","18:58","12","0","0","0","0","0"
"AS","07/04/2016","0765","N462AS","PDX","08:45","08:37","320","302","-8","08:54","17","0","0","0","0","0"
"AS","07/04/2016","0777","N506AS","SEA","18:50","18:42","325","309","-8","18:54","12","0","0","0","0","0"
"AS","07/04/2017","0085","N265AK","SEA","06:30","06:30","334","339","0","06:43","13","0","0","0","0","0"
"AS","07/04/2017","0745","N248AK","SEA","16:12","16:02","328","322","-10","16:26","24","0","0","0","0","0"
"AS","07/04/2017","0765","N435AS","PDX","09:00","08:56","318","311","-4","09:25","29","0","0","0","0","0"
"AS","07/04/2018","0085","N268AK","SEA","06:33","06:27","326","294","-6","06:39","12","0","0","0","0","0"
"AS","07/04/2018","0745","N402AS","SEA","16:01","15:57","334","291","-4","16:06","9","0","0","0","0","0"
"AS","07/04/2019","0085","N472AS","SEA","06:25","06:33","330","305","8","06:48","15","0","0","0","0","0"
"AS","07/04/2019","0745","N296AK","SEA","15:15","15:11","325","296","-4","15:27","16","0","0","0","0","0"
"AS","07/05/2015","0745","N413AS","SEA","18:55","20:23","325","307","88","20:42","19","70","0","0","0","0"
"AS","07/05/2016","0749","N530AS","SEA","07:00","06:56","326","315","-4","07:09","13","0","0","0","0","0"
"AS","07/05/2016","0765","N527AS","PDX","08:45","08:36","320","309","-9","08:50","14","0","0","0","0","0"
"AS","07/05/2016","0777","N586AS","SEA","18:50","18:46","325","320","-4","18:57","11","0","0","0","0","0"
"AS","07/05/2017","0085","N260AK","SEA","06:30","06:29","334","297","-1","06:39","10","0","0","0","0","0"
"AS","07/05/2017","0745","N468AS","SEA","16:12","16:12","328","307","0","16:33","21","0","0","0","0","0"
"AS","07/05/2017","0765","N471AS","PDX","09:00","09:10","318","296","10","09:24","14","0","0","0","0","0"
"AS","07/05/2018","0085","N281AK","SEA","06:33","06:38","326","299","5","06:51","13","0","0","0","0","0"
"AS","07/05/2018","0725","N513AS","PDX","08:44","08:55","309","289","11","09:13","18","0","0","0","0","0"
"AS","07/05/2018","0745","N408AS","SEA","16:01","15:56","334","308","-5","16:14","18","0","0","0","0","0"
"AS","07/05/2019","0085","N477AS","SEA","06:25","06:26","330","312","1","06:38","12","0","0","0","0","0"
"AS","07/05/2019","0745","N298AK","SEA","15:15","15:11","325","298","-4","15:26","15","0","0","0","0","0"
"AS","07/06/2015","0745","N453AS","SEA","18:55","19:08","325","307","13","19:22","14","0","0","0","0","0"
"AS","07/06/2016","0765","N481AS","PDX","08:45","08:34","320","317","-11","08:53","19","0","0","0","0","0"
"AS","07/06/2016","0777","N556AS","SEA","18:50","19:07","325","351","17","20:01","54","0","0","29","0","14"
"AS","07/06/2017","0085","N518AS","SEA","06:30","06:25","334","303","-5","06:37","12","0","0","0","0","0"
"AS","07/06/2017","0745","N568AS","SEA","16:12","16:11","328","313","-1","16:24","13","0","0","0","0","0"
"AS","07/06/2017","0765","N588AS","PDX","09:00","08:55","318","300","-5","09:14","19","0","0","0","0","0"
"AS","07/06/2018","0085","N494AS","SEA","06:33","06:24","326","300","-9","06:38","14","0","0","0","0","0"
"AS","07/06/2018","0725","N461AS","PDX","08:44","12:43","309","296","239","12:58","15","226","0","0","0","0"
"AS","07/06/2018","0745","N467AS","SEA","16:01","16:13","334","337","12","16:53","40","12","0","3","0","0"
"AS","07/06/2019","0085","N413AS","SEA","06:25","06:36","330","301","11","06:49","13","0","0","0","0","0"
"AS","07/06/2019","0745","N593AS","SEA","15:15","15:10","325","326","-5","15:24","14","0","0","0","0","0"
"AS","07/07/2015","0745","N477AS","SEA","18:55","19:03","325","299","8","19:22","19","0","0","0","0","0"
"AS","07/07/2016","0749","N560AS","SEA","07:00","07:00","326","312","0","07:17","17","0","0","0","0","0"
"AS","07/07/2016","0765","N433AS","PDX","08:45","08:32","320","301","-13","08:45","13","0","0","0","0","0"
"AS","07/07/2016","0777","N236AK","SEA","18:50","18:43","325","326","-7","19:04","21","0","0","0","0","0"
"AS","07/07/2017","0085","N549AS","SEA","06:30","06:26","334","306","-4","06:36","10","0","0","0","0","0"
"AS","07/07/2017","0745","N272AK","SEA","16:10","16:07","328","329","-3","16:40","33","0","0","0","0","0"
"AS","07/07/2017","0765","N273AK","PDX","09:00","08:56","318","305","-4","09:24","28","0","0","0","0","0"
"AS","07/07/2018","0085","N281AK","SEA","06:33","06:25","326","306","-8","06:37","12","0","0","0","0","0"
"AS","07/07/2018","0725","N526AS","PDX","08:44","08:40","309","301","-4","09:00","20","0","0","0","0","0"
"AS","07/07/2018","0745","N448AS","SEA","16:01","15:59","334","320","-2","16:23","24","0","0","0","0","0"
"AS","07/07/2019","0085","N280AK","SEA","06:25","06:51","330","307","26","07:04","13","0","0","0","0","0"
"AS","07/07/2019","0745","N435AS","SEA","15:15","16:04","325","310","49","16:18","14","34","0","0","0","0"
"AS","07/08/2015","0745","N467AS","SEA","18:55","18:54","325","308","-1","19:07","13","0","0","0","0","0"
"AS","07/08/2016","0749","N519AS","SEA","07:00","06:57","326","322","-3","07:16","19","0","0","0","0","0"
"AS","07/08/2016","0765","N483AS","PDX","08:45","08:36","320","309","-9","09:01","25","0","0","0","0","0"
"AS","07/08/2016","0777","N442AS","SEA","18:50","18:43","325","305","-7","18:58","15","0","0","0","0","0"
"AS","07/08/2017","0085","N467AS","SEA","06:30","06:32","334","310","2","06:47","15","0","0","0","0","0"
"AS","07/08/2017","0745","N428AS","SEA","16:10","16:16","328","316","6","16:39","23","0","0","0","0","0"
"AS","07/08/2017","0765","N528AS","PDX","09:00","08:56","318","306","-4","09:12","16","0","0","0","0","0"
"AS","07/08/2018","0085","N457AS","SEA","06:33","06:27","326","296","-6","06:40","13","0","0","0","0","0"
"AS","07/08/2018","0725","N524AS","PDX","08:44","08:46","309","290","2","08:59","13","0","0","0","0","0"
"AS","07/08/2018","0745","N428AS","SEA","16:01","16:00","334","299","-1","16:16","16","0","0","0","0","0"
"AS","07/08/2019","0085","N479AS","SEA","06:25","06:26","330","312","1","06:42","16","0","0","0","0","0"
"AS","07/08/2019","0745","N562AS","SEA","15:15","15:22","325","331","7","16:04","42","0","0","0","0","0"
"AS","07/09/2015","0745","N433AS","SEA","18:55","18:54","325","284","-1","19:06","12","0","0","0","0","0"
"AS","07/09/2016","0749","N237AK","SEA","07:00","06:54","326","312","-6","07:11","17","0","0","0","0","0"
"AS","07/09/2016","0765","N520AS","PDX","08:45","08:36","320","304","-9","08:50","14","0","0","0","0","0"
"AS","07/09/2016","0777","N224AK","SEA","18:50","18:46","325","316","-4","19:02","16","0","0","0","0","0"
"AS","07/09/2017","0085","N474AS","SEA","06:30","06:24","334","307","-6","06:36","12","0","0","0","0","0"
"AS","07/09/2017","0745","N238AK","SEA","16:10","16:07","328","304","-3","16:23","16","0","0","0","0","0"
"AS","07/09/2017","0765","N590AS","PDX","09:00","08:53","318","302","-7","09:06","13","0","0","0","0","0"
"AS","07/09/2018","0085","N478AS","SEA","06:33","06:28","326","308","-5","06:46","18","0","0","0","0","0"
"AS","07/09/2018","0725","N267AK","PDX","08:44","08:37","309","302","-7","09:07","30","0","0","0","0","0"
"AS","07/09/2018","0745","N474AS","SEA","16:01","15:55","334","317","-6","16:27","32","0","0","0","0","0"
"AS","07/09/2019","0085","N457AS","SEA","06:25","06:59","330","322","34","07:14","15","0","0","26","0","0"
"AS","07/09/2019","0745","N469AS","SEA","15:15","15:18","325","309","3","15:33","15","0","0","0","0","0"
"AS","07/10/2015","0745","N403AS","SEA","18:55","19:03","325","308","8","19:16","13","0","0","0","0","0"
"AS","07/10/2016","0765","N548AS","PDX","08:45","08:40","320","313","-5","08:58","18","0","0","0","0","0"
"AS","07/10/2016","0777","N442AS","SEA","18:50","19:05","325","319","15","19:26","21","0","0","0","0","0"
"AS","07/10/2017","0085","N268AK","SEA","06:30","06:21","334","316","-9","06:36","15","0","0","0","0","0"
"AS","07/10/2017","0745","N247AK","SEA","16:10","16:50","328","340","40","17:27","37","40","0","12","0","0"
"AS","07/10/2017","0765","N569AS","PDX","09:00","08:55","318","305","-5","09:11","16","0","0","0","0","0"
"AS","07/10/2018","0085","N472AS","SEA","06:33","06:48","326","304","15","07:05","17","0","0","0","0","0"
"AS","07/10/2018","0725","N512AS","PDX","08:44","08:42","309","293","-2","08:59","17","0","0","0","0","0"
"AS","07/10/2018","0745","N263AK","SEA","16:01","15:58","334","301","-3","16:22","24","0","0","0","0","0"
"AS","07/10/2019","0085","N282AK","SEA","06:25","06:24","330","315","-1","06:39","15","0","0","0","0","0"
"AS","07/10/2019","0745","N236AK","SEA","15:15","15:14","325","326","-1","15:34","20","0","0","0","0","0"
"AS","07/11/2015","0745","N323AS","SEA","18:55","18:51","325","314","-4","19:07","16","0","0","0","0","0"
"AS","07/11/2016","0749","N585AS","SEA","07:00","06:56","326","286","-4","07:07","11","0","0","0","0","0"
"AS","07/11/2016","0765","N440AS","PDX","08:45","08:39","320","302","-6","08:54","15","0","0","0","0","0"
"AS","07/11/2016","0777","N409AS","SEA","18:50","18:47","325","397","-3","20:32","105","0","0","69","0","0"
"AS","07/11/2017","0085","N558AS","SEA","06:30","06:20","334","311","-10","06:38","18","0","0","0","0","0"
"AS","07/11/2017","0745","N474AS","SEA","16:10","16:05","328","354","-5","17:09","64","0","0","21","0","0"
"AS","07/11/2017","0765","N551AS","PDX","09:00","08:57","318","306","-3","09:18","21","0","0","0","0","0"
"AS","07/11/2018","0085","N479AS","SEA","06:33","06:38","326","302","5","06:54","16","0","0","0","0","0"
"AS","07/11/2018","0745","N277AK","SEA","16:01","16:09","334","323","8","16:34","25","0","0","0","0","0"
"AS","07/11/2019","0085","N403AS","SEA","06:25","06:27","330","321","2","06:43","16","0","0","0","0","0"
"AS","07/11/2019","0745","N214AK","SEA","15:15","15:22","325","309","7","15:37","15","0","0","0","0","0"
"AS","07/12/2015","0745","N423AS","SEA","18:55","18:53","325","310","-2","19:09","16","0","0","0","0","0"
"AS","07/12/2016","0749","N535AS","SEA","07:00","07:11","326","320","11","07:27","16","0","0","0","0","0"
"AS","07/12/2016","0765","N448AS","PDX","08:45","08:40","320","308","-5","08:53","13","0","0","0","0","0"
"AS","07/12/2016","0777","N433AS","SEA","18:50","18:43","325","335","-7","19:02","19","0","0","0","0","0"
"AS","07/12/2017","0085","N479AS","SEA","06:30","06:41","334","301","11","06:52","11","0","0","0","0","0"
"AS","07/12/2017","0745","N461AS","SEA","16:10","16:06","328","314","-4","16:32","26","0","0","0","0","0"
"AS","07/12/2017","0765","N568AS","PDX","09:00","08:55","318","294","-5","09:09","14","0","0","0","0","0"
"AS","07/12/2018","0085","N486AS","SEA","06:33","06:39","326","280","6","06:49","10","0","0","0","0","0"
"AS","07/12/2018","0725","N584AS","PDX","08:44","08:36","309","301","-8","09:03","27","0","0","0","0","0"
"AS","07/12/2018","0745","N283AK","SEA","16:01","16:09","334","323","8","16:28","19","0","0","0","0","0"
"AS","07/12/2019","0085","N263AK","SEA","06:25","06:28","330","308","3","06:41","13","0","0","0","0","0"
"AS","07/12/2019","0745","N587AS","SEA","15:15","15:11","325","326","-4","15:39","28","0","0","0","0","0"
"AS","07/13/2015","0745","N471AS","SEA","18:55","18:53","325","306","-2","19:04","11","0","0","0","0","0"
"AS","07/13/2016","0765","N478AS","PDX","08:45","08:47","320","311","2","09:02","15","0","0","0","0","0"
"AS","07/13/2016","0777","N434AS","SEA","18:50","18:44","325","315","-6","19:01","17","0","0","0","0","0"
"AS","07/13/2017","0085","N434AS","SEA","06:30","06:27","334","293","-3","06:36","9","0","0","0","0","0"
"AS","07/13/2017","0745","N423AS","SEA","16:10","16:05","328","294","-5","16:21","16","0","0","0","0","0"
"AS","07/13/2017","0765","N589AS","PDX","09:00","08:54","318","302","-6","09:18","24","0","0","0","0","0"
"AS","07/13/2018","0085","N281AK","SEA","06:33","06:32","326","286","-1","06:42","10","0","0","0","0","0"
"AS","07/13/2018","0725","N506AS","PDX","08:44","08:45","309","291","1","08:58","13","0","0","0","0","0"
"AS","07/13/2018","0745","N268AK","SEA","16:01","15:57","334","330","-4","16:29","32","0","0","0","0","0"
"AS","07/13/2019","0085","N549AS","SEA","06:25","08:02","330","309","97","08:15","13","76","0","0","0","0"
"AS","07/13/2019","0745","N518AS","SEA","15:15","15:13","325","307","-2","15:29","16","0","0","0","0","0"
"AS","07/14/2015","0745","N435AS","SEA","18:55","18:57","325","312","2","19:10","13","0","0","0","0","0"
"AS","07/14/2016","0749","N588AS","SEA","07:00","06:51","326","315","-9","07:05","14","0","0","0","0","0"
"AS","07/14/2016","0765","N486AS","PDX","08:45","08:38","320","316","-7","08:54","16","0","0","0","0","0"
"AS","07/14/2016","0777","N402AS","SEA","18:50","19:00","325","357","10","19:54","54","0","0","32","0","10"
"AS","07/14/2017","0085","N519AS","SEA","06:30","06:27","334","296","-3","06:40","13","0","0","0","0","0"
"AS","07/14/2017","0745","N587AS","SEA","16:10","16:04","328","321","-6","16:23","19","0","0","0","0","0"
"AS","07/14/2017","0765","N526AS","PDX","09:00","09:06","318","298","6","09:30","24","0","0","0","0","0"
